promotionid,promotiondistrictid,promotionname,mediatype,cost,startdate,enddate
1382,127,WalletSavers,In-StoreCoupon,8544.0000,1997-06-20,1997-06-21
1383,127,GreenLightSpecial,SundayPaper|Radio,7023.0000,1997-07-03,1997-07-05
1384,127,YouSaveDays,DailyPaper,11148.0000,1997-07-17,1997-07-20
1385,127,MysterySale,SundayPaper,6809.0000,1997-08-01,1997-08-02
1386,127,ThreeforOne,DailyPaper|Radio|TV,9705.0000,1997-08-14,1997-08-15
1387,127,BigTimeDiscounts,DailyPaper|Radio|TV,9385.0000,1997-08-29,1997-09-01
1388,127,BagStuffers,CashRegisterHandout,5219.0000,1997-09-09,1997-09-12
1389,127,ShelfClearingDays,ProductAttachment,5753.0000,1997-09-26,1997-09-30
1390,127,Save-ItSale,DailyPaper,12696.0000,1997-10-10,1997-10-11
1391,127,DoubleYourSavings,SundayPaper|Radio,13577.0000,1997-10-22,1997-10-26
1392,127,WeekendMarkdown,SundayPaper|Radio,8464.0000,1997-11-07,1997-11-09
1393,127,ByeByeBaby,DailyPaper,13871.0000,1997-11-19,1997-11-20
1394,127,BestSavings,DailyPaper|Radio,8851.0000,1997-12-02,1997-12-03
1395,127,DimesOff,SundayPaper|Radio,8276.0000,1997-12-17,1997-12-20
1396,127,PriceWinners,StreetHandout,7529.0000,1997-12-31,1998-01-03
1397,127,MoneySavers,SundayPaper,11711.0000,1998-01-15,1998-01-19
1398,127,WalletSavers,DailyPaper|Radio|TV,14728.0000,1998-01-28,1998-01-30
1399,127,BigTimeDiscounts,CashRegisterHandout,12698.0000,1998-02-12,1998-02-14
1400,127,BigTimeDiscounts,CashRegisterHandout,13659.0000,1998-02-26,1998-02-27
1401,127,BagStuffers,TV,6157.0000,1998-03-11,1998-03-14
1402,127,SavingsGalore,DailyPaper,14554.0000,1998-03-27,1998-03-31
1403,127,WeekendMarkdown,SundayPaper,11070.0000,1998-04-09,1998-04-11
1404,127,SuperWalletSavers,Radio,13740.0000,1998-04-24,1998-04-28
1405,127,SuperWalletSavers,In-StoreCoupon,13766.0000,1998-05-06,1998-05-07
1406,127,ShelfEmptiers,SundayPaper|Radio,8791.0000,1998-05-20,1998-05-21
1407,127,GreenLightSpecial,ProductAttachment,6508.0000,1998-06-02,1998-06-06
1408,127,SaleWinners,DailyPaper|Radio,10887.0000,1998-06-18,1998-06-19
1409,127,SalesDays,DailyPaper,13130.0000,1998-07-03,1998-07-05
1410,127,CouponSpectacular,DailyPaper,14946.0000,1998-07-15,1998-07-17
1411,127,PickYourSavings,DailyPaper|Radio,11208.0000,1998-07-30,1998-08-02
1412,127,HighRollerSavings,SundayPaper|Radio|TV,7296.0000,1998-08-13,1998-08-16
1413,127,WalletSavers,BulkMail,14412.0000,1998-08-27,1998-08-30
1414,127,CouponSpectacular,Radio,14265.0000,1998-09-10,1998-09-13
1415,127,BigTimeDiscounts,CashRegisterHandout,9071.0000,1998-09-23,1998-09-25
1416,127,BigPromo,DailyPaper,6869.0000,1998-10-08,1998-10-10
1417,127,SalesGalore,SundayPaper,12923.0000,1998-10-23,1998-10-26
1418,127,CouponSpectacular,ProductAttachment,8157.0000,1998-11-03,1998-11-06
1419,127,PriceSmashers,DailyPaper,11509.0000,1998-11-19,1998-11-20
1420,127,DollarDays,Radio,13671.0000,1998-12-03,1998-12-05
1421,127,HighRollerSavings,In-StoreCoupon,7877.0000,1998-12-17,1998-12-19
1422,127,DollarCutters,ProductAttachment,11148.0000,1998-12-29,1999-01-01
1424,128,HighRollerSavings,In-StoreCoupon,6916.0000,1996-01-16,1996-01-18
1425,128,ShelfClearingDays,SundayPaper|Radio|TV,8651.0000,1996-01-30,1996-02-01
1426,128,SalesDays,StreetHandout,7302.0000,1996-02-14,1996-02-18
1427,128,SalesGalore,ProductAttachment,11646.0000,1996-02-28,1996-02-29
1428,128,FreeForAll,DailyPaper|Radio|TV,7227.0000,1996-03-13,1996-03-16
1429,128,UnbeatablePriceSavers,BulkMail,11179.0000,1996-03-29,1996-04-02
1430,128,CouponSpectacular,DailyPaper|Radio|TV,7867.0000,1996-04-09,1996-04-12
1431,128,UnbeatablePriceSavers,SundayPaper,9510.0000,1996-04-23,1996-04-24
1432,128,SuperDuperSavers,DailyPaper,6799.0000,1996-05-08,1996-05-10
1433,128,OneDaySale,In-StoreCoupon,12969.0000,1996-05-23,1996-05-25
1434,128,PriceCutters,SundayPaper,7694.0000,1996-06-06,1996-06-08
1435,128,PriceSmashers,DailyPaper,10538.0000,1996-06-18,1996-06-20
1436,128,CouponSpectacular,ProductAttachment,6880.0000,1996-07-04,1996-07-06
1437,128,BigPromo,DailyPaper|Radio|TV,7165.0000,1996-07-17,1996-07-20
1438,128,MysterySale,DailyPaper|Radio,7272.0000,1996-07-31,1996-08-04
1439,128,SalesDays,In-StoreCoupon,8661.0000,1996-08-16,1996-08-17
1440,128,PriceCutters,StreetHandout,9368.0000,1996-08-27,1996-08-31
1441,128,Save-ItSale,SundayPaper|Radio|TV,5283.0000,1996-09-12,1996-09-16
1442,128,FantasticDiscounts,In-StoreCoupon,13427.0000,1996-09-26,1996-09-27
1443,128,MoneySavers,TV,13361.0000,1996-10-09,1996-10-13
1444,128,PriceSlashers,CashRegisterHandout,5777.0000,1996-10-25,1996-10-27
1445,128,MysterySale,SundayPaper|Radio|TV,6565.0000,1996-11-06,1996-11-07
1446,128,WeekendMarkdown,SundayPaper,12746.0000,1996-11-20,1996-11-22
1447,128,PriceWinners,In-StoreCoupon,12471.0000,1996-12-04,1996-12-07
1448,128,CouponSpectacular,CashRegisterHandout,6596.0000,1996-12-17,1996-12-21
1449,128,DoubleYourSavings,DailyPaper|Radio|TV,12257.0000,1997-01-01,1997-01-04
1450,128,PickYourSavings,StreetHandout,13819.0000,1997-01-15,1997-01-17
1451,128,SaleWinners,StreetHandout,13498.0000,1997-01-29,1997-02-02
1452,128,PriceDestroyers,SundayPaper|Radio,9333.0000,1997-02-13,1997-02-17
1453,128,ShelfEmptiers,SundayPaper|Radio|TV,9867.0000,1997-02-26,1997-02-28
1454,128,BagStuffers,ProductAttachment,6810.0000,1997-03-11,1997-03-13
1455,128,TipTopSavings,DailyPaper|Radio|TV,5034.0000,1997-03-26,1997-03-28
1456,128,SavingsGalore,DailyPaper|Radio|TV,12577.0000,1997-04-09,1997-04-13
1457,128,PriceWinners,DailyPaper|Radio,14542.0000,1997-04-23,1997-04-24
1458,128,PriceSavers,DailyPaper|Radio|TV,9522.0000,1997-05-06,1997-05-07
1459,128,HighRollerSavings,Radio,6292.0000,1997-05-22,1997-05-25
1460,128,ShelfEmptiers,SundayPaper,5544.0000,1997-06-05,1997-06-09
1461,128,BagStuffers,DailyPaper|Radio,5824.0000,1997-06-20,1997-06-22
1462,128,PriceWinners,StreetHandout,6185.0000,1997-07-03,1997-07-06
1463,128,SaleWinners,SundayPaper|Radio,14156.0000,1997-07-16,1997-07-19
1464,128,SaleWinners,SundayPaper|Radio,5117.0000,1997-08-01,1997-08-03
1465,128,TipTopSavings,DailyPaper|Radio,10270.0000,1997-08-15,1997-08-18
1466,128,ICantBelieveItSale,DailyPaper|Radio,8668.0000,1997-08-27,1997-08-29
1467,128,ByeByeBaby,DailyPaper|Radio,6430.0000,1997-09-10,1997-09-14
1468,128,TwoforOne,DailyPaper,9100.0000,1997-09-24,1997-09-27
1469,128,BagStuffers,SundayPaper|Radio,6470.0000,1997-10-07,1997-10-10
1470,128,DoubleYourSavings,CashRegisterHandout,12905.0000,1997-10-22,1997-10-24
1471,128,PriceWinners,SundayPaper|Radio|TV,7965.0000,1997-11-06,1997-11-08
1472,128,OneDaySale,Radio,5001.0000,1997-11-21,1997-11-24
1473,128,CouponSpectacular,ProductAttachment,7244.0000,1997-12-03,1997-12-06
1474,128,GreenLightDays,ProductAttachment,9060.0000,1997-12-18,1997-12-21
1475,128,DoubleDownSale,Radio,5321.0000,1998-01-02,1998-01-05
1476,128,WeekendMarkdown,In-StoreCoupon,11409.0000,1998-01-13,1998-01-16
1477,128,MoneyGrabbers,CashRegisterHandout,8525.0000,1998-01-30,1998-02-03
1478,128,GoForIt,Radio,12251.0000,1998-02-13,1998-02-16
1479,128,GreenLightSpecial,ProductAttachment,9713.0000,1998-02-25,1998-02-28
1480,128,PriceSavers,DailyPaper,7511.0000,1998-03-13,1998-03-14
1481,128,MysterySale,CashRegisterHandout,9500.0000,1998-03-26,1998-03-28
1482,128,DollarCutters,DailyPaper,14734.0000,1998-04-09,1998-04-11
1483,128,BagStuffers,SundayPaper,8085.0000,1998-04-22,1998-04-25
1484,128,ICantBelieveItSale,DailyPaper|Radio|TV,10247.0000,1998-05-05,1998-05-06
1485,128,SuperSavers,StreetHandout,14454.0000,1998-05-20,1998-05-24
1486,128,PriceSlashers,SundayPaper|Radio|TV,7724.0000,1998-06-04,1998-06-06
1487,128,PriceCutters,CashRegisterHandout,12277.0000,1998-06-17,1998-06-21
1488,128,SuperSavers,SundayPaper|Radio,14739.0000,1998-07-03,1998-07-04
1489,128,ByeByeBaby,SundayPaper,13818.0000,1998-07-17,1998-07-18
1490,128,SuperDuperSavers,CashRegisterHandout,5125.0000,1998-07-28,1998-07-31
1491,128,DimesOff,DailyPaper|Radio,8223.0000,1998-08-11,1998-08-14
1492,128,SaleWinners,StreetHandout,11147.0000,1998-08-27,1998-08-29
1493,128,SuperDuperSavers,StreetHandout,5100.0000,1998-09-10,1998-09-13
1494,128,DollarCutters,StreetHandout,11788.0000,1998-09-24,1998-09-28
1495,128,SuperDuperSavers,DailyPaper|Radio,6087.0000,1998-10-08,1998-10-11
1496,128,MoneySavers,SundayPaper,10720.0000,1998-10-23,1998-10-24
1497,128,PriceSmashers,StreetHandout,9545.0000,1998-11-04,1998-11-08
1498,128,DoubleDownSale,CashRegisterHandout,14271.0000,1998-11-18,1998-11-22
1499,128,TipTopSavings,DailyPaper,8524.0000,1998-12-01,1998-12-02
1500,128,Save-ItSale,In-StoreCoupon,7522.0000,1998-12-17,1998-12-19
1503,129,UnbeatablePriceSavers,ProductAttachment,12716.0000,1996-01-17,1996-01-20
1504,129,UnbeatablePriceSavers,DailyPaper,13423.0000,1996-01-31,1996-02-02
1505,129,BagStuffers,In-StoreCoupon,9338.0000,1996-02-13,1996-02-14
1506,129,DoubleDownSale,SundayPaper,7482.0000,1996-03-01,1996-03-03
1507,129,DoubleYourSavings,CashRegisterHandout,7415.0000,1996-03-14,1996-03-16
1508,129,HighRollerSavings,Radio,9832.0000,1996-03-27,1996-03-30
1509,129,ICantBelieveItSale,CashRegisterHandout,11866.0000,1996-04-12,1996-04-15
1510,129,SuperDuperSavers,In-StoreCoupon,5391.0000,1996-04-25,1996-04-29
1511,129,BigTimeDiscounts,ProductAttachment,6525.0000,1996-05-08,1996-05-10
1512,129,GreenLightSpecial,SundayPaper|Radio,10651.0000,1996-05-23,1996-05-25
1513,129,SalesDays,StreetHandout,6312.0000,1996-06-06,1996-06-07
1514,129,DoubleDownSale,DailyPaper,7874.0000,1996-06-19,1996-06-22
1515,129,OneDaySale,DailyPaper,7553.0000,1996-07-03,1996-07-05
1516,129,BestSavings,DailyPaper|Radio|TV,10732.0000,1996-07-19,1996-07-21
1517,129,BigTimeDiscounts,BulkMail,11266.0000,1996-08-01,1996-08-04
1518,129,TipTopSavings,SundayPaper|Radio,10864.0000,1996-08-14,1996-08-17
1519,129,BigPromo,CashRegisterHandout,9089.0000,1996-08-29,1996-09-01
1520,129,PriceCutters,In-StoreCoupon,13190.0000,1996-09-10,1996-09-14
1521,129,SavingDays,In-StoreCoupon,8597.0000,1996-09-26,1996-09-28
1522,129,BigTimeSavings,StreetHandout,13577.0000,1996-10-09,1996-10-12
1523,129,PriceWinners,BulkMail,10347.0000,1996-10-25,1996-10-29
1524,129,PriceCutters,DailyPaper,9599.0000,1996-11-06,1996-11-08
1525,129,TipTopSavings,DailyPaper|Radio|TV,9879.0000,1996-11-20,1996-11-23
1526,129,ShelfClearingDays,DailyPaper,10240.0000,1996-12-06,1996-12-10
1527,129,TipTopSavings,TV,8210.0000,1996-12-19,1996-12-20
1528,129,TipTopSavings,TV,9172.0000,1997-01-01,1997-01-05
1529,129,BestSavings,Radio,14325.0000,1997-01-14,1997-01-16
1530,129,TwoforOne,SundayPaper,13998.0000,1997-01-31,1997-02-04
1531,129,PriceSavers,CashRegisterHandout,10514.0000,1997-02-13,1997-02-15
1532,129,SuperSavers,ProductAttachment,13184.0000,1997-02-28,1997-03-04
1533,129,TipTopSavings,DailyPaper|Radio|TV,10554.0000,1997-03-12,1997-03-13
1534,129,SalesDays,SundayPaper|Radio,6989.0000,1997-03-27,1997-03-31
1535,129,TwoDaySale,BulkMail,12050.0000,1997-04-11,1997-04-13
1536,129,ByeByeBaby,TV,6429.0000,1997-04-23,1997-04-27
1537,129,GreenLightDays,SundayPaper|Radio|TV,8672.0000,1997-05-08,1997-05-10
1538,129,PriceSmashers,SundayPaper|Radio|TV,13144.0000,1997-05-21,1997-05-25
1539,129,GreenLightSpecial,TV,6749.0000,1997-06-04,1997-06-06
1540,129,SavingsGalore,DailyPaper|Radio,9396.0000,1997-06-19,1997-06-22
1541,129,DimesOff,DailyPaper|Radio|TV,6512.0000,1997-07-03,1997-07-06
1542,129,BigTimeSavings,ProductAttachment,13709.0000,1997-07-15,1997-07-18
1543,129,SavingsGalore,In-StoreCoupon,8515.0000,1997-07-30,1997-08-01
1544,129,TwoforOne,DailyPaper|Radio|TV,8968.0000,1997-08-14,1997-08-16
1545,129,BigTimeDiscounts,ProductAttachment,8302.0000,1997-08-27,1997-08-29
1546,129,PriceWinners,DailyPaper|Radio|TV,13535.0000,1997-09-11,1997-09-13
1547,129,FreeForAll,StreetHandout,9543.0000,1997-09-24,1997-09-27
1548,129,PickYourSavings,CashRegisterHandout,9049.0000,1997-10-07,1997-10-08
1549,129,PriceWinners,SundayPaper|Radio,5911.0000,1997-10-23,1997-10-24
1550,129,YouSaveDays,DailyPaper,9182.0000,1997-11-04,1997-11-07
1551,129,SalesDays,StreetHandout,14981.0000,1997-11-21,1997-11-23
1552,129,MysterySale,DailyPaper|Radio|TV,8852.0000,1997-12-03,1997-12-06
1553,129,WalletSavers,SundayPaper|Radio|TV,7931.0000,1997-12-17,1997-12-20
1554,129,Save-ItSale,Radio,6583.0000,1997-12-31,1998-01-01
1555,129,DollarDays,Radio,12336.0000,1998-01-15,1998-01-16
1556,129,OneDaySale,DailyPaper,5261.0000,1998-01-27,1998-01-31
1557,129,PriceWinners,SundayPaper|Radio,9213.0000,1998-02-13,1998-02-16
1558,129,Save-ItSale,BulkMail,5902.0000,1998-02-27,1998-03-01
1559,129,Save-ItSale,Radio,7544.0000,1998-03-11,1998-03-15
1560,129,DoubleYourSavings,DailyPaper|Radio,8736.0000,1998-03-26,1998-03-30
1561,129,PriceDestroyers,ProductAttachment,7561.0000,1998-04-10,1998-04-13
1562,129,MoneySavers,DailyPaper|Radio,9631.0000,1998-04-21,1998-04-23
1563,129,CouponSpectacular,DailyPaper|Radio|TV,12474.0000,1998-05-07,1998-05-09
1564,129,DoubleYourSavings,StreetHandout,11472.0000,1998-05-19,1998-05-22
1565,129,PriceSavers,DailyPaper,5170.0000,1998-06-03,1998-06-05
1566,129,ICantBelieveItSale,TV,5277.0000,1998-06-17,1998-06-19
1567,129,GreenLightDays,SundayPaper|Radio,6666.0000,1998-07-02,1998-07-06
1568,129,GreenLightSpecial,DailyPaper|Radio,14717.0000,1998-07-16,1998-07-19
1569,129,SalesDays,SundayPaper,13288.0000,1998-07-30,1998-08-01
1570,129,SuperDuperSavers,DailyPaper|Radio,8776.0000,1998-08-12,1998-08-15
1571,129,DoubleDownSale,DailyPaper|Radio,5356.0000,1998-08-27,1998-08-30
1572,129,ShelfClearingDays,In-StoreCoupon,5116.0000,1998-09-08,1998-09-10
1573,129,FantasticDiscounts,DailyPaper,8560.0000,1998-09-24,1998-09-28
1574,129,BigTimeDiscounts,TV,12085.0000,1998-10-07,1998-10-10
1575,129,SaleWinners,DailyPaper|Radio,13219.0000,1998-10-20,1998-10-24
1576,129,Save-ItSale,ProductAttachment,14689.0000,1998-11-04,1998-11-05
1577,129,SavingsGalore,In-StoreCoupon,13006.0000,1998-11-18,1998-11-21
1578,129,SuperDuperSavers,ProductAttachment,11912.0000,1998-12-01,1998-12-03
1579,129,PriceSmashers,ProductAttachment,11591.0000,1998-12-15,1998-12-16
1582,130,SuperWalletSavers,SundayPaper|Radio|TV,8805.0000,1996-01-18,1996-01-21
1583,130,BigTimeDiscounts,ProductAttachment,9685.0000,1996-02-01,1996-02-05
1584,130,UnbeatablePriceSavers,SundayPaper,7228.0000,1996-02-15,1996-02-17
1585,130,MysterySale,SundayPaper,12635.0000,1996-02-27,1996-03-01
1586,130,DimesOff,DailyPaper,14959.0000,1996-03-14,1996-03-18
1587,130,SalesGalore,CashRegisterHandout,14385.0000,1996-03-26,1996-03-28
1588,130,HighRollerSavings,DailyPaper|Radio|TV,13637.0000,1996-04-10,1996-04-13
1589,130,CouponSpectacular,StreetHandout,13917.0000,1996-04-25,1996-04-26
1590,130,DimesOff,DailyPaper|Radio|TV,14278.0000,1996-05-07,1996-05-09
1591,130,CouponSpectacular,CashRegisterHandout,13658.0000,1996-05-21,1996-05-23
1592,130,ThreeforOne,ProductAttachment,14619.0000,1996-06-07,1996-06-09
1593,130,PriceSlashers,DailyPaper,7116.0000,1996-06-20,1996-06-23
1594,130,SuperSavers,DailyPaper|Radio,5514.0000,1996-07-02,1996-07-03
1595,130,TwoforOne,SundayPaper|Radio,14686.0000,1996-07-16,1996-07-18
1596,130,MoneySavers,SundayPaper|Radio|TV,7356.0000,1996-07-30,1996-07-31
1597,130,MoneySavers,CashRegisterHandout,14726.0000,1996-08-15,1996-08-18
1598,130,BigPromo,SundayPaper|Radio|TV,8505.0000,1996-08-27,1996-08-31
1599,130,FreeForAll,CashRegisterHandout,6221.0000,1996-09-10,1996-09-14
1600,130,HighRollerSavings,CashRegisterHandout,10601.0000,1996-09-26,1996-09-28
1601,130,PriceSmashers,SundayPaper,6746.0000,1996-10-10,1996-10-13
1602,130,SuperSavers,ProductAttachment,8562.0000,1996-10-24,1996-10-27
1603,130,ShelfEmptiers,SundayPaper,14823.0000,1996-11-05,1996-11-06
1604,130,FreeForAll,Radio,10912.0000,1996-11-19,1996-11-20
1605,130,DollarDays,StreetHandout,8028.0000,1996-12-06,1996-12-08
1606,130,DimesOff,SundayPaper|Radio|TV,7881.0000,1996-12-18,1996-12-20
1607,130,WalletSavers,SundayPaper,12687.0000,1997-01-02,1997-01-05
1608,130,SuperDuperSavers,CashRegisterHandout,10485.0000,1997-01-14,1997-01-17
1609,130,BagStuffers,StreetHandout,12474.0000,1997-01-30,1997-02-02
1610,130,TwoforOne,StreetHandout,7707.0000,1997-02-14,1997-02-18
1611,130,SavingDays,DailyPaper,7617.0000,1997-02-25,1997-02-27
1612,130,SuperDuperSavers,DailyPaper|Radio|TV,7123.0000,1997-03-14,1997-03-17
1613,130,BigTimeDiscounts,StreetHandout,13985.0000,1997-03-26,1997-03-29
1614,130,DoubleDownSale,SundayPaper|Radio|TV,14600.0000,1997-04-09,1997-04-11
1615,130,BigPromo,DailyPaper,9153.0000,1997-04-23,1997-04-26
1616,130,BigTimeDiscounts,StreetHandout,13024.0000,1997-05-08,1997-05-12
1617,130,WeekendMarkdown,In-StoreCoupon,12103.0000,1997-05-22,1997-05-26
1618,130,TwoDaySale,BulkMail,10755.0000,1997-06-06,1997-06-08
1619,130,SaleWinners,TV,13853.0000,1997-06-19,1997-06-21
1620,130,PriceSlashers,ProductAttachment,9433.0000,1997-07-03,1997-07-05
1621,130,TwoforOne,DailyPaper|Radio|TV,7316.0000,1997-07-16,1997-07-18
1622,130,TipTopSavings,SundayPaper|Radio,14005.0000,1997-07-31,1997-08-02
1623,130,PriceDestroyers,In-StoreCoupon,5648.0000,1997-08-14,1997-08-17
1624,130,CouponSpectacular,StreetHandout,12937.0000,1997-08-26,1997-08-28
1625,130,SavingDays,SundayPaper|Radio|TV,11762.0000,1997-09-10,1997-09-14
1626,130,BagStuffers,In-StoreCoupon,13832.0000,1997-09-25,1997-09-29
1627,130,ICantBelieveItSale,StreetHandout,6675.0000,1997-10-09,1997-10-13
1628,130,TipTopSavings,DailyPaper,5674.0000,1997-10-23,1997-10-27
1629,130,SalesGalore,DailyPaper|Radio|TV,6716.0000,1997-11-05,1997-11-08
1630,130,FantasticDiscounts,CashRegisterHandout,6823.0000,1997-11-19,1997-11-22
1631,130,PriceSmashers,DailyPaper|Radio|TV,8211.0000,1997-12-05,1997-12-07
1632,130,TwoDaySale,DailyPaper|Radio|TV,5476.0000,1997-12-18,1997-12-21
1633,130,SuperWalletSavers,SundayPaper|Radio,14047.0000,1997-12-31,1998-01-02
1634,130,YouSaveDays,DailyPaper|Radio,9535.0000,1998-01-14,1998-01-17
1635,130,DollarCutters,SundayPaper|Radio,12125.0000,1998-01-28,1998-01-30
1636,130,DoubleYourSavings,BulkMail,11885.0000,1998-02-12,1998-02-13
1637,130,ShelfClearingDays,SundayPaper,5329.0000,1998-02-27,1998-03-02
1638,130,UnbeatablePriceSavers,CashRegisterHandout,8854.0000,1998-03-13,1998-03-14
1639,130,GreenLightDays,SundayPaper|Radio,7333.0000,1998-03-27,1998-03-29
1640,130,SaleWinners,DailyPaper|Radio,11458.0000,1998-04-10,1998-04-13
1641,130,TwoDaySale,SundayPaper,7119.0000,1998-04-24,1998-04-25
1642,130,BigTimeDiscounts,DailyPaper|Radio,9927.0000,1998-05-07,1998-05-08
1643,130,FreeForAll,DailyPaper|Radio|TV,9607.0000,1998-05-22,1998-05-25
1644,130,BigTimeSavings,CashRegisterHandout,5441.0000,1998-06-02,1998-06-05
1645,130,PriceWinners,ProductAttachment,5975.0000,1998-06-16,1998-06-17
1646,130,PriceSavers,DailyPaper,12918.0000,1998-07-03,1998-07-04
1647,130,BigTimeSavings,SundayPaper|Radio|TV,13798.0000,1998-07-15,1998-07-19
1648,130,OneDaySale,SundayPaper|Radio|TV,8686.0000,1998-07-31,1998-08-03
1649,130,PriceSlashers,DailyPaper|Radio,14093.0000,1998-08-12,1998-08-13
1650,130,MoneySavers,DailyPaper|Radio|TV,9073.0000,1998-08-25,1998-08-26
1651,130,DollarCutters,SundayPaper|Radio,8498.0000,1998-09-10,1998-09-13
1652,130,GreenLightDays,StreetHandout,7750.0000,1998-09-24,1998-09-27
1653,130,PriceSavers,SundayPaper,11933.0000,1998-10-08,1998-10-12
1654,130,HighRollerSavings,In-StoreCoupon,14949.0000,1998-10-21,1998-10-23
1655,130,FreeForAll,ProductAttachment,12920.0000,1998-11-05,1998-11-07
1656,130,FreeForAll,CashRegisterHandout,13881.0000,1998-11-19,1998-11-20
1657,130,BigTimeSavings,BulkMail,6378.0000,1998-12-03,1998-12-06
1658,130,PriceSlashers,DailyPaper,14776.0000,1998-12-18,1998-12-22
1661,131,WalletSavers,In-StoreCoupon,13988.0000,1996-01-17,1996-01-19
1662,131,TwoDaySale,SundayPaper|Radio|TV,7767.0000,1996-01-30,1996-01-31
1663,131,GreenLightDays,ProductAttachment,6700.0000,1996-02-13,1996-02-17
1664,131,SavingDays,DailyPaper|Radio,11080.0000,1996-03-01,1996-03-02
1665,131,TipTopSavings,DailyPaper,13323.0000,1996-03-15,1996-03-17
1666,131,BigPromo,DailyPaper|Radio,5139.0000,1996-03-27,1996-03-29
1667,131,SalesDays,DailyPaper|Radio,11400.0000,1996-04-11,1996-04-14
1668,131,UnbeatablePriceSavers,TV,7488.0000,1996-04-25,1996-04-28
1669,131,HighRollerSavings,DailyPaper,14605.0000,1996-05-09,1996-05-12
1670,131,BigPromo,Radio,14457.0000,1996-05-24,1996-05-27
1671,131,FreeForAll,CashRegisterHandout,9264.0000,1996-06-05,1996-06-07
1672,131,DollarDays,DailyPaper,7061.0000,1996-06-20,1996-06-21
1673,131,SavingsGalore,SundayPaper,13115.0000,1996-07-05,1996-07-08
1674,131,BigPromo,ProductAttachment,8349.0000,1996-07-16,1996-07-19
1675,131,PickYourSavings,DailyPaper,11701.0000,1996-08-01,1996-08-02
1676,131,BigTimeDiscounts,StreetHandout,13863.0000,1996-08-15,1996-08-17
1677,131,UnbeatablePriceSavers,In-StoreCoupon,8069.0000,1996-08-30,1996-09-01
1678,131,DollarCutters,Radio,11340.0000,1996-09-10,1996-09-13
1679,131,WalletSavers,SundayPaper,5893.0000,1996-09-24,1996-09-26
1680,131,UnbeatablePriceSavers,In-StoreCoupon,7108.0000,1996-10-08,1996-10-10
1681,131,PriceWinners,TV,8843.0000,1996-10-22,1996-10-24
1682,131,TipTopSavings,StreetHandout,7495.0000,1996-11-06,1996-11-10
1683,131,GreenLightDays,CashRegisterHandout,10592.0000,1996-11-20,1996-11-21
1684,131,PriceWinners,DailyPaper|Radio|TV,7419.0000,1996-12-04,1996-12-07
1685,131,BestSavings,DailyPaper,11371.0000,1996-12-20,1996-12-24
1686,131,BigPromo,DailyPaper|Radio|TV,8060.0000,1996-12-31,1997-01-03
1687,131,BestSavings,SundayPaper,9702.0000,1997-01-14,1997-01-16
1688,131,GoForIt,DailyPaper,6992.0000,1997-01-29,1997-01-31
1689,131,MysterySale,In-StoreCoupon,13161.0000,1997-02-13,1997-02-15
1690,131,PriceDestroyers,SundayPaper,7887.0000,1997-02-27,1997-03-01
1691,131,PickYourSavings,DailyPaper,10730.0000,1997-03-11,1997-03-13
1692,131,BigPromo,ProductAttachment,7073.0000,1997-03-27,1997-03-29
1693,131,SuperSavers,StreetHandout,10771.0000,1997-04-09,1997-04-12
1694,131,MysterySale,DailyPaper|Radio|TV,7435.0000,1997-04-23,1997-04-27
1695,131,TipTopSavings,In-StoreCoupon,8824.0000,1997-05-06,1997-05-07
1696,131,PriceCutters,StreetHandout,9531.0000,1997-05-20,1997-05-24
1697,131,PriceSavers,SundayPaper|Radio|TV,5446.0000,1997-06-05,1997-06-09
1698,131,WeekendMarkdown,In-StoreCoupon,13590.0000,1997-06-20,1997-06-21
1699,131,Save-ItSale,BulkMail,13524.0000,1997-07-02,1997-07-06
1700,131,PriceCutters,CashRegisterHandout,5940.0000,1997-07-18,1997-07-20
1701,131,ShelfEmptiers,SundayPaper|Radio|TV,6728.0000,1997-07-30,1997-07-31
1702,131,OneDaySale,SundayPaper,12909.0000,1997-08-13,1997-08-15
1703,131,PriceSmashers,DailyPaper|Radio|TV,11387.0000,1997-08-27,1997-08-30
1704,131,OneDaySale,CashRegisterHandout,6759.0000,1997-09-09,1997-09-10
1705,131,BagStuffers,In-StoreCoupon,12420.0000,1997-09-24,1997-09-27
1706,131,SalesDays,StreetHandout,13982.0000,1997-10-08,1997-10-10
1707,131,SavingDays,StreetHandout,13661.0000,1997-10-22,1997-10-26
1708,131,SuperSavers,SundayPaper|Radio,9496.0000,1997-11-06,1997-11-10
1709,131,TwoDaySale,SundayPaper|Radio|TV,10030.0000,1997-11-19,1997-11-21
1710,131,BigTimeSavings,ProductAttachment,6973.0000,1997-12-02,1997-12-04
1711,131,TipTopSavings,In-StoreCoupon,5197.0000,1997-12-17,1997-12-19
1712,131,ByeByeBaby,In-StoreCoupon,12741.0000,1997-12-31,1998-01-04
1713,131,YouSaveDays,ProductAttachment,8148.0000,1998-01-15,1998-01-19
1714,131,PickYourSavings,BulkMail,7059.0000,1998-01-30,1998-02-03
1715,131,SaleWinners,In-StoreCoupon,13829.0000,1998-02-11,1998-02-14
1716,131,SuperWalletSavers,ProductAttachment,13081.0000,1998-02-26,1998-03-01
1717,131,TwoforOne,SundayPaper|Radio|TV,13361.0000,1998-03-12,1998-03-13
1718,131,WeekendMarkdown,CashRegisterHandout,13722.0000,1998-03-25,1998-03-27
