productclassid,productid,brandname,productname,SKU,SRP,grossweight,netweight,recyclablepackage,lowfat,unitspercase,casesperpallet,shelfwidth,shelfheight,shelfdepth
52,949,Fabulous,FabulousAppleDrink,53991805911,2.5100,10.6,8.6,1,0,32,5,18.2,13.7,8.66
35,950,Special,SpecialOatmeal,64333127140,3.4700,9.56,6.56,0,0,25,8,3.69,15,10.8
35,951,Special,SpecialCornPuffs,43502888083,1.9300,16.1,15.1,1,0,17,14,19.4,19.1,8.19
35,952,Special,SpecialWheatPuffs,46984105706,2.9100,21.8,19.7,1,0,10,13,21.4,10.8,8.28
35,953,Special,SpecialGrits,96608673930,2.7400,17,16,1,1,17,13,19.9,8.62,9.15
62,954,JustRight,JustRightCannedBeets,45425527691,1.7400,8.66,6.65,1,0,32,6,8.79,9.41,3.67
62,955,JustRight,JustRightCreamedCorn,64287862181,3.8300,15.2,13.1,0,0,3,12,15.8,5.78,5.86
62,956,JustRight,JustRightCannedStringBeans,72342482209,1.2000,10,9,1,1,13,6,22,12.3,19.3
58,957,JustRight,JustRightChickenSoup,60442582964,2.9700,13.5,12.5,1,1,10,11,20.4,10.6,17.6
62,958,JustRight,JustRightCannedYams,37734969258,1.3600,19.7,18.7,1,0,34,6,22,14.6,17.6
58,959,JustRight,JustRightVegetableSoup,26051535010,1.5000,17.2,15.2,0,0,2,13,12,13.6,17.7
62,960,JustRight,JustRightCannedTomatos,62581687569,2.1500,18,16,0,1,23,6,6.49,10.6,14.4
58,961,JustRight,JustRightNoodleSoup,55255190730,1.3100,9.1,7.1,0,1,35,12,4.49,11.4,21.6
58,962,JustRight,JustRightRegularRamenSoup,61023109555,1.8700,9.31,6.31,1,1,10,7,9.47,15.1,13.2
58,963,JustRight,JustRightChickenNoodleSoup,22934378981,2.4000,20.5,18.5,1,1,6,13,6.68,10.6,9.16
58,964,JustRight,JustRightTurkeyNoodleSoup,87940064072,1.9900,16.7,14.7,0,0,24,6,19.7,16.1,7.25
58,965,JustRight,JustRightBeefSoup,19089099764,1.5300,17.3,16.2,0,1,10,10,6.67,3.18,16.4
62,966,JustRight,JustRightCannedPeas,53332551121,2.4900,8.02,5.02,1,0,20,11,11,10.5,11.2
58,967,JustRight,JustRightChickenRamenSoup,43719353079,0.6100,12.3,11.3,1,1,34,11,15.2,4.49,14.2
93,968,JustRight,JustRightCannedTunainWater,35983529686,1.2800,9.48,8.47,0,1,16,14,11.1,12.3,12
93,969,JustRight,JustRightCannedTunainOil,85608097910,1.7600,7.43,5.42,0,0,4,13,3.37,8.02,22
94,970,JustRight,JustRightLargeCannedShrimp,34424951672,3.1100,13.9,12.8,0,1,3,14,6.05,6.26,7.29
95,971,JustRight,JustRightFancyCannedAnchovies,53287286162,2.8500,10.1,7.1,1,1,9,12,8.07,12.9,12.8
96,972,JustRight,JustRightFancyCannedClams,61341906189,2.2300,7.65,5.65,0,0,6,8,7.93,17.4,15.5
97,973,JustRight,JustRightFancyCannedOysters,49442006945,1.3400,14.8,12.8,0,1,36,11,4.08,9.35,12.6
98,974,JustRight,JustRightFancyCannedSardines,26734393239,0.7900,6.89,4.88,1,1,24,6,15.3,15.7,12
58,975,JustRight,JustRightRiceSoup,74072260260,3.7600,7.12,6.11,0,1,14,7,18.9,12.6,21.3
3,976,BigCity,BigCityCannedMixedFruit,20602412819,1.1700,17.8,16.7,1,0,33,6,16.4,11.5,19.7
3,977,BigCity,BigCityCannedPeaches,67893072962,0.7600,11.6,8.6,1,0,26,12,8.07,10.3,16
89,978,Symphony,SymphonyRosySunglasses,73660991787,1.6000,17.4,15.3,1,0,36,7,8.03,4.31,11.1
103,979,JamesBay,JamesBayEyeglassScrewdriver,35572261214,3.7800,18.3,16.2,0,0,29,8,13.3,22.1,5.88
102,980,JamesBay,JamesBayCityMap,10577946305,1.7200,10.1,7.1,1,0,28,9,12.1,19.3,3.45
15,981,EvenBetter,EvenBetterLowFatCottageCheese,31726981997,1.2700,19.7,17.7,0,0,20,11,19.1,7.8,20.4
14,982,EvenBetter,EvenBetterLowFatSourCream,65970433354,2.8800,12.3,9.3,0,0,5,14,21.9,9.76,7.17
14,983,EvenBetter,EvenBetterSourCream,56357235312,0.8200,20.3,18.2,0,0,34,9,14.4,18.3,11.5
11,984,EvenBetter,EvenBetterJackCheese,59838452935,0.8100,6.33,4.32,1,1,20,10,19.1,18.8,20.1
11,985,EvenBetter,EvenBetterMuensterCheese,85560891032,0.7200,12,9,1,1,12,11,20.1,6.21,5.26
11,986,EvenBetter,EvenBetterStringCheese,23160703778,3.5000,14.6,12.6,0,1,21,8,13.9,22.2,8.84
11,987,EvenBetter,EvenBetterLowFatStringCheese,42023038268,2.5900,18.6,16.6,0,0,15,13,4.16,4.98,9.5
11,988,EvenBetter,EvenBetterHavartiCheese,50077658295,3.6100,6.94,3.94,1,0,11,11,8.48,7.78,7.51
11,989,EvenBetter,EvenBetterHeadCheese,38177759051,0.8400,13.1,10.1,1,0,18,13,10.4,9.59,17.4
11,990,EvenBetter,EvenBetterCheeseSpread,15470145344,3.1200,7.91,6.9,1,0,13,9,18,22.9,13.3
11,991,EvenBetter,EvenBetterSharpCheddarCheese,38905882239,3.2500,17.2,16.2,1,0,15,12,17.3,10.5,22.3
11,992,EvenBetter,EvenBetterMildCheddarCheese,99338164925,1.7900,8.89,6.89,0,0,7,11,16.3,5.74,14.3
15,993,EvenBetter,EvenBetterLargeCurdCottageCheese,92011668086,3.9500,15.9,13.8,1,1,7,12,4.21,12,3.99
76,994,EvenBetter,EvenBetter2Milk,62660415768,0.7900,15.7,12.6,0,0,6,7,6.54,16.7,18.4
76,995,EvenBetter,EvenBetterButtermilk,24571685194,1.1500,21.7,19.7,0,0,35,5,15,16,16.5
76,996,EvenBetter,EvenBetterChocolateMilk,89577370285,0.8500,14.8,12.8,1,0,6,5,20.6,12.2,18.7
76,997,EvenBetter,EvenBetter1Milk,20726405978,3.2900,21.8,18.7,1,0,23,14,13.1,7.18,6.57
76,998,EvenBetter,EvenBetterWholeMilk,54969857335,1.2500,8.02,6.02,0,0,20,11,21.7,5.95,6.29
6,999,EvenBetter,EvenBetterStrawberryYogurt,45356659293,2.7100,17.1,15.1,1,1,26,11,7.42,22.1,8.43
6,1000,EvenBetter,EvenBetterBlueberryYogurt,48837876915,2.6900,7.42,5.42,1,0,33,13,9.23,15,3.37
81,1001,American,AmericanChickenHotDogs,74560315012,2.5200,19.9,18.8,0,1,13,13,14.5,11.7,8.82
91,1002,American,AmericanPimentoLoaf,47279298901,2.7600,7.49,6.48,1,1,33,12,22.8,15.6,9.61
91,1003,American,AmericanBeefBologna,31022462248,0.7800,14.2,11.1,1,0,19,13,16.8,10.7,16.9
91,1004,American,AmericanLowFatBologna,39077082276,2.8700,15.8,13.8,1,0,5,8,17.2,12.2,13.2
81,1005,American,AmericanTurkeyHotDogs,27177183032,2.7400,21.9,18.8,1,0,9,13,22.3,9.73,15.6
81,1006,American,AmericanFoot-LongHotDogs,94469569325,2.1400,8.4,5.39,0,0,29,9,8.49,6.85,16.7
16,1007,American,AmericanLowFatColeSlaw,27905306220,2.2700,7.26,5.26,0,1,5,7,5.29,4.83,21.4
16,1008,American,AmericanColeSlaw,64435458779,0.8900,19.9,17.8,0,0,3,11,19.2,4.86,4.39
77,1009,American,AmericanRoastedChicken,81011092066,2.9700,12.3,10.3,1,0,33,7,4.08,4.62,16.1
8,1010,American,AmericanCornedBeef,86779010891,2.6500,7.19,6.19,1,1,10,12,8.61,11.1,14.6
8,1011,American,AmericanSlicedTurkey,48690280318,3.1700,14.8,13.8,0,1,13,8,7.35,17.5,11.6
8,1012,American,AmericanSlicedHam,11010876297,2.7600,6.81,3.8,0,1,7,12,19.8,6.15,16
16,1013,American,AmericanPotatoSalad,32159911990,1.5500,20.7,18.7,1,1,4,7,3.31,14.1,10.9
8,1014,American,AmericanSlicedChicken,66403363347,0.5900,7.32,5.32,1,0,24,10,7.19,4.58,12
66,1015,National,NationalSmallBrownEggs,56790165305,2.1900,18,17,1,1,11,9,3.48,5.61,3.04
66,1016,National,NationalLargeBrownEggs,36369252800,1.1700,17,15,0,1,34,10,8.34,20.2,20.2
66,1017,National,NationalSmallEggs,85993821024,2.8900,21.3,19.2,0,1,23,10,12.6,3.04,18.2
66,1018,National,NationalLargeEggs,58712804913,0.9300,16.6,14.6,0,1,8,6,19.9,12.9,11.6
66,1019,National,NationalEggSubstitute,53673009276,3.7400,21.3,19.2,0,1,24,11,7.25,8.04,19.5
34,1020,PigTail,PigTailLowFatWaffles,50246916413,0.5100,14.7,12.6,0,0,26,6,6.61,15.6,8.48
110,1021,PigTail,PigTailOrangePopsicles,14444887042,1.2200,12.6,10.6,0,1,23,8,10.7,19.1,3.39
100,1022,PigTail,PigTailFrozenChickenBreast,15639403462,1.5100,12.5,10.5,1,1,27,13,20.2,16.1,15.3
29,1023,PigTail,PigTailFrozenPancakes,39075140357,1.6400,14.1,13.1,0,1,25,5,10.7,12,9.2
63,1024,PigTail,PigTailLowFatFrenchFries,75605292916,3.9500,7.54,6.53,1,0,9,11,8.98,6.3,8.15
64,1025,PigTail,PigTailFrozenSausagePizza,92180926203,1.4500,18.7,16.7,0,0,14,12,7.48,4.02,9.02
34,1026,PigTail,PigTailBlueberryWaffles,97948845028,2.1300,11.2,9.19,1,0,7,7,20.3,20.4,13.2
63,1027,PigTail,PigTailFajitaFrenchFries,59860114455,2.3100,6.88,4.88,1,0,29,11,18.2,12.3,4.41
34,1028,PigTail,PigTailWaffles,34865799546,2.2400,17.6,16.6,1,0,11,9,4.47,18.9,17.9
64,1029,PigTail,PigTailFrozenPepperoniPizza,20895664095,1.6800,6.06,3.05,0,1,30,7,6.95,12.8,5.94
64,1030,PigTail,PigTailFrozenCheesePizza,55139115452,2.6400,12.6,9.6,1,1,10,6,13.5,6.91,20.7
64,1031,PigTail,PigTailFrozenMushroomPizza,45525917410,1.2100,10.1,8.1,1,1,13,13,3.52,5.91,20.9
34,1032,PigTail,PigTailAppleCinnamonWaffles,25105004906,0.5500,15.9,14.8,0,0,29,12,3.3,11,20.9
60,1033,PigTail,PigTailFrozenCarrots,74729573130,1.9100,6.99,4.98,0,0,12,13,21.2,11.7,8.15
10,1034,PigTail,PigTailTurkeyTVDinner,47448557019,2.9100,21.9,19.8,1,0,23,7,6.33,15.3,20.3
10,1035,PigTail,PigTailChickenTVDinner,42408761382,1.1100,18.4,16.3,1,0,17,13,3.49,10.9,15.7
10,1036,PigTail,PigTailBeefTVDinner,74365511536,2.1400,14.5,13.5,1,1,35,6,16.5,16.5,13.8
28,1037,PigTail,PigTailPancakeMix,38563482165,0.5800,13.9,11.8,1,0,14,7,14.4,17.8,18.3
110,1038,PigTail,PigTailGrapePopsicles,94638827443,0.7400,16.5,14.5,0,1,5,7,17.5,12.7,19.4
63,1039,PigTail,PigTailHomeStyleFrenchFries,28074564337,0.8100,9.94,7.93,0,0,13,12,7.03,14.8,5.92
110,1040,PigTail,PigTailLimePopsicles,64604716897,1.3200,17,15,0,1,14,8,13.6,18.9,10.5
9,1041,PigTail,PigTailIceCream,81180350184,0.7100,20,18,0,1,2,7,11.1,22.7,4.03
9,1042,PigTail,PigTailIceCreamSandwich,86948269009,1.1500,16.6,14.6,1,0,14,6,17.6,17.2,16.8
60,1043,PigTail,PigTailFrozenCauliflower,48859538435,1.5700,7.77,5.76,0,1,26,8,14.3,15.8,19
60,1044,PigTail,PigTailFrozenBroccoli,23865223526,1.2700,10.2,8.19,1,1,17,10,19.5,8.5,5.11
60,1045,PigTail,PigTailFrozenCorn,45014259219,3.7000,12.7,11.6,1,0,9,11,15.3,22.2,13.7
60,1046,PigTail,PigTailFrozenPeas,79257710576,1.6600,9.84,7.84,1,1,32,7,11.8,16.8,16.5
9,1047,PigTail,PigTailPopsicles,34525341391,3.2300,10,8,1,0,16,13,15.5,13.7,5.81
100,1048,PigTail,PigTailFrozenChickenThighs,14104428887,2.2100,19.5,17.5,1,1,35,12,13,12.4,4.74
100,1049,PigTail,PigTailFrozenChickenWings,63728997111,3.9300,8.35,5.35,0,0,27,14,19.3,3.07,17.6
110,1050,PigTail,PigTailLemonPopsicles,36447980999,1.2800,15.3,13.3,1,0,8,8,19.2,17.2,12.1
78,1051,BirdCall,BirdCallSilkySmoothHairConditioner,31408185362,0.5200,13.4,11.3,0,0,20,13,10.1,10.7,17.1
39,1052,BirdCall,BirdCallTartarControlToothpaste,63364935517,1.4000,17,16,0,0,29,6,8.47,10.9,21
39,1053,BirdCall,BirdCallWhiteningToothpast,27562906146,1.8500,18.5,15.5,0,0,8,12,13.6,9.94,10.6
39,1054,BirdCall,BirdCallToothpaste,94855292439,1.4800,14,11,0,0,34,8,9.44,5.17,7.03
39,1055,BirdCall,BirdCallDeodorant,40712446570,1.6200,17.6,15.6,0,0,9,10,7.73,5.43,10.8
79,1056,BirdCall,BirdCallConditioningShampoo,77242599129,2.9300,15.3,14.3,1,0,25,8,13,3.88,22
79,1057,BirdCall,BirdCallExtraMoistureShampoo,69916102290,1.4300,18.9,16.8,1,0,35,10,11.3,4.13,5.89
88,1058,BirdCall,BirdCallAngledToothbrush,75684021115,2.7600,14.4,11.3,1,0,26,6,7.17,19.3,22.3
79,1059,BirdCall,BirdCallApricotShampoo,61497420668,2.2800,16.2,15.2,1,0,1,12,17.3,8.38,6.75
70,1060,BirdCall,BirdCallChildrensAspirin,36503105759,2.8700,19.9,17.8,0,0,5,10,15.6,8.64,10.6
70,1061,BirdCall,BirdCallBufferedAspirin,57652141451,1.6600,15.4,13.3,0,0,2,9,11.4,3.87,7.03
71,1062,BirdCall,BirdCall200MGIbuprofen,67993462681,2.3800,19,17,1,0,16,7,9.71,4.12,10.8
72,1063,BirdCall,BirdCall200MGAcetominifen,58380264639,3.1800,20.5,17.5,1,0,25,9,14.8,3.1,20.4
73,1064,BirdCall,BirdCallHCLNasalSpray,92840180993,0.5400,17.3,16.2,1,0,15,5,10.6,18.5,16.3
73,1065,BirdCall,BirdCallDishwasherDetergent,52464749217,1.8800,20.9,18.8,1,0,25,7,8.92,18.7,20.2
75,1066,BirdCall,BirdCallMulti-SymptomColdRemedy,91281602978,2.8900,17.3,16.2,0,0,4,14,8.78,9.61,6.34
75,1067,BirdCall,BirdCallChildrensColdRemedy,20143937468,1.7400,12.8,10.8,1,0,35,14,4.58,4.84,22.7
74,1068,BirdCall,BirdCallLaundryDetergent,52100687623,2.1100,16.5,13.5,0,0,4,12,22.8,5.1,6.62
74,1069,BirdCall,BirdCallMintMouthwash,16298658251,0.5700,18,15,0,0,24,13,8.04,4.07,16.1
80,1070,HighQuality,HighQuality60WattLightbulb,83591044545,3.5100,21.6,20.6,0,0,28,12,6.34,4.33,20
56,1071,HighQuality,HighQualityPlasticForks,40928911566,2.6400,18.4,16.3,0,0,18,8,22,19.7,15.9
56,1072,HighQuality,HighQualityPlasticSpoons,77459064126,1.9500,20.2,18.2,1,0,28,14,12.2,8.75,20.3
56,1073,HighQuality,HighQualityPlasticKnives,58915526270,3.4500,7.86,5.86,1,0,32,12,10.5,9.01,4.23
101,1074,HighQuality,HighQualityC-SizeBatteries,64683445096,3.1300,19.3,18.2,1,0,29,11,6.33,4.24,20.6
80,1075,HighQuality,HighQuality100WattLightbulb,50496844649,1.5400,20.8,18.7,0,0,8,9,11.5,3.22,10.2
101,1076,HighQuality,HighQualityAAA-SizeBatteries,91600399613,3.2400,8.48,6.47,0,0,17,11,9.79,3.47,14
55,1077,HighQuality,HighQualityPaperPlates,46651565432,3.6800,19.9,17.8,0,0,8,7,5.59,18.7,10.5
55,1078,HighQuality,HighQualityPaperCups,56992886662,1.6400,7.63,4.63,0,0,18,9,3.88,18.9,14.3
80,1079,HighQuality,HighQuality75WattLightbulb,47379688620,2.2100,21.3,19.2,0,0,25,12,3.69,9.98,19.9
22,1080,HighQuality,HighQualityToiletBowlCleaner,50860906243,2.1900,21.8,20.7,1,0,27,7,4.8,13.3,19.8
22,1081,HighQuality,HighQualityCounterCleaner,63898255228,2.9100,9.51,7.51,0,0,31,14,3.09,13.5,3.67
22,1082,HighQuality,HighQualityGlassCleaner,12715108990,1.9100,21.9,18.8,1,0,10,12,22.9,4.44,9.81
80,1083,HighQuality,HighQuality25WattLightbulb,31577443480,0.5000,9.61,8.6,1,0,14,10,21.2,4.7,13.6
101,1084,HighQuality,HighQualityAA-SizeBatteries,39632063508,1.3700,10.1,7.1,1,0,16,13,22.3,8.06,13.5
101,1085,HighQuality,HighQualityD-SizeBatteries,27732164263,2.2400,6.88,4.88,0,0,15,12,7.2,8.95,14.5
18,1086,HighQuality,HighQualityPaperTowels,95024550557,2.5300,10.5,7.5,0,0,19,10,5.49,9.2,18.3
18,1087,HighQuality,HighQualitySoftNapkins,52362417578,1.6600,7.26,5.26,0,0,24,13,6.78,12,19.8
18,1088,HighQuality,HighQualityScentedTissue,88892570137,3.3200,19.7,16.7,0,0,32,7,6.64,22.8,5.95
18,1089,HighQuality,HighQualityToiletPaper,81566073298,2.4700,7.36,5.36,1,0,7,9,4.93,3.14,9.8
18,1090,HighQuality,HighQualityTissues,76116951107,2.1500,7.88,4.88,1,0,4,9,6.04,6.5,9.66
18,1091,HighQuality,HighQualityScentedToiletTissue,38028220534,3.5600,11.5,9.5,1,0,13,11,4.33,6.75,13.5
20,1092,HighQuality,HighQualityRoomFreshener,13033905625,2.3800,7.97,5.96,1,0,21,14,4.2,17.6,19.6
40,1093,HighQuality,HighQualityFryingPan,34182941317,2.8100,20.7,19.7,1,0,17,14,19.9,13,15.5
87,1094,HighQuality,HighQualityCopperCleaner,68426392674,3.7700,8.39,6.39,1,0,21,12,18.2,13.2,19.4
47,1095,HighQuality,HighQualityBeesWaxCandles,58813194632,1.5800,9.85,7.85,0,0,5,13,3.4,12.2,8.97
87,1096,HighQuality,HighQualitySilverCleaner,62294412255,2.5600,13.5,11.5,1,0,9,12,21.6,12.4,12.8
86,1097,HighQuality,HighQualityCopperPotScrubber,21918980479,2.1500,9.01,8.01,0,0,6,11,17.4,7.73,9.25
85,1098,HighQuality,HighQualityEconomyToiletBrush,60735834240,1.3900,21.7,18.7,1,0,11,13,22.3,8.62,10.2
41,1099,HighQuality,HighQualityScissors,94492883086,3.2400,9.42,7.42,1,0,20,6,20.6,8.87,14.1
42,1100,HighQuality,HighQualityLargeSponge,12547503113,0.7200,20.9,18.8,1,0,11,11,16.4,4.1,10.5
41,1101,HighQuality,HighQualityScrewDriver,90647603869,2.6200,7.64,5.63,1,0,30,13,21.5,3.26,19.5
65,1102,Genteel,GenteelExtraLeanHamburger,67939990162,1.9000,11.3,8.3,1,0,34,11,19.8,3.51,3.42
65,1103,Genteel,GenteelSeasonedHamburger,25277857184,1.1500,11.1,9.1,1,0,15,13,9.87,7.1,20.3
104,1104,MightyGood,MightyGoodMonthlySportsMagazine,61808009743,2.4500,15,14,0,0,8,12,11.7,4.31,13.5
108,1105,MightyGood,MightyGoodMonthlyAutoMagazine,54481512904,1.8500,13.7,10.6,0,0,6,11,3.29,5.32,13.9
107,1106,MightyGood,MightyGoodMonthlyComputerMagazine,60249431729,1.5200,6.5,4.5,0,0,16,8,5.42,22.5,21.2
105,1107,MightyGood,MightyGoodMonthlyHomeMagazine,10943660140,2.7000,18.3,17.2,0,0,4,7,4.73,16.7,12.5
106,1108,MightyGood,MightyGoodMonthlyFashionMagazine,75949345231,1.6400,18.3,17.2,1,0,6,9,16.1,17.9,12.4
61,1109,Tri-State,Tri-StateSummerSquash,97098380923,0.5500,19.2,17.2,0,0,16,6,20.7,20.2,7.12
61,1110,Tri-State,Tri-StateCornontheCob,41341832280,2.8000,12.7,10.6,0,0,19,9,18.8,5.58,11
61,1111,Tri-State,Tri-StateAsparagus,31728634238,0.7800,17.9,14.8,1,0,15,11,8.54,6.23,3.8
61,1112,Tri-State,Tri-StateSweetPeas,35209851861,3.5800,19.9,18.8,0,1,4,5,11.3,13.3,5.03
61,1113,Tri-State,Tri-StateNewPotatos,60932289958,0.6700,17.5,14.5,0,0,30,10,19.9,10,20.1
61,1114,Tri-State,Tri-StateBeets,33651273846,3.4200,20.6,19.6,1,1,36,6,5.53,10.5,6.13
61,1115,Tri-State,Tri-StatePreparedSalad,52513608336,2.5000,6.66,4.65,1,0,1,6,18.4,12,4.86
61,1116,Tri-State,Tri-StateOnions,91546927094,2.5300,15.9,13.8,1,0,33,13,14.9,17.1,14.2
61,1117,Tri-State,Tri-StateGreenPepper,79647027850,3.6400,12,10,1,1,11,14,17.8,8.3,14.8
61,1118,Tri-State,Tri-StateShitakeMushrooms,56939414143,2.9300,11.9,9.89,1,0,15,8,8.09,20.7,6.77
61,1119,Tri-State,Tri-StateLettuce,80375151038,3.1700,7.66,5.65,1,0,25,13,6.97,6.3,7.49
61,1120,Tri-State,Tri-StateElephantGarlic,50807433724,1.7100,16.1,15.1,0,0,21,7,21.8,20.5,16.7
61,1121,Tri-State,Tri-StateRedPepper,43480936884,3.8700,9.55,6.55,1,1,29,7,10,20.3,18.1
61,1122,Tri-State,Tri-StateGarlic,49248855710,0.7400,15.2,14.1,1,0,30,5,22.3,19.9,8.15
61,1123,Tri-State,Tri-StatePotatos,11160125136,1.9600,8.17,6.17,0,1,7,6,9.43,16.4,9.74
61,1124,Tri-State,Tri-StateCauliflower,64948769211,0.8100,6.63,5.63,1,0,21,12,12.6,21,22.1
61,1125,Tri-State,Tri-StateTomatos,86097804903,2.2100,19.6,18.6,1,1,33,10,20.3,3.3,12.4
61,1126,Tri-State,Tri-StateMushrooms,30341256260,1.1600,17.1,15.1,1,0,18,12,21.1,12.3,10
61,1127,Tri-State,Tri-StateBabyOnion,20728058218,2.6200,12.8,11.8,0,1,22,11,20.7,13.3,10.8
61,1128,Tri-State,Tri-StateDriedMushrooms,24209275841,2.6100,17.6,15.6,1,0,32,8,17.2,18.4,21.1
61,1129,Tri-State,Tri-StateFreshLimaBeans,49931713938,2.4300,18.8,17.7,1,0,21,9,3.62,8.78,15.1
61,1130,Tri-State,Tri-StateSquash,22650697827,1.5500,14,11,1,0,25,7,4.04,19.9,3.46
99,1131,Tri-State,Tri-StateLimes,41513032317,2.4000,13.7,12.6,0,0,6,6,5.27,11.2,7.91
67,1132,Tri-State,Tri-StateFirmTofu,49567652344,1.6600,13.6,11.6,0,0,23,7,15.3,14.8,4.85
1,1133,Tri-State,Tri-StateAlmonds,68382779955,1.5400,17.5,15.5,1,1,26,6,17.2,12,18
99,1134,Tri-State,Tri-StateMacintoshApples,45675166249,1.8200,21,20,1,0,19,7,5.17,18.1,8.81
99,1135,Tri-State,Tri-StateGoldenDelciousApples,69110903143,1.9600,7.61,4.61,0,1,27,13,18.9,14.1,12.3
99,1136,Tri-State,Tri-StateRedDelciousApples,15641055703,3.6100,13.7,11.6,1,1,11,9,22.2,18.2,7.34
99,1137,Tri-State,Tri-StateLemons,32216688990,1.7700,17.1,16.1,0,0,16,7,13.4,19.9,10.5
99,1138,Tri-State,Tri-StateFancyPlums,37984607815,2.4400,13.7,10.6,1,1,2,7,9.76,15.5,8.48
99,1139,Tri-State,Tri-StatePlums,89895877242,2.8600,9.37,7.36,1,1,23,12,10.4,9.92,19.2
99,1140,Tri-State,Tri-StatePeaches,64901562333,2.5600,10.5,8.5,0,1,12,13,7.34,12.4,20.7
61,1141,Tri-State,Tri-StateBroccoli,86050598025,1.3400,10.3,8.3,0,0,27,13,8.76,12.7,20.1
99,1142,Tri-State,Tri-StateMandarinOranges,19077008366,2.9500,15.2,13.1,0,1,27,5,3.55,17.8,15.5
1,1143,Tri-State,Tri-StateMixedNuts,99463810324,1.7600,8.69,7.68,0,0,12,13,11.5,8.72,21.9
1,1144,Tri-State,Tri-StateCannedPeanuts,79042897820,0.8500,21.2,18.2,1,0,4,8,6.96,19.8,4.93
61,1145,Tri-State,Tri-StateSweetOnion,38667466044,1.5700,21.4,20.3,0,0,12,9,7.21,7.66,9.67
99,1146,Tri-State,Tri-StateCantelope,11386449933,2.5700,18,16,1,0,32,6,21.3,16.5,7.61
99,1147,Tri-State,Tri-StateHoneyDew,96346654295,1.4200,9.62,7.61,0,0,30,12,21.5,14,4.63
99,1148,Tri-State,Tri-StateFujiApples,38303404450,2.6900,13.1,11.1,0,0,15,5,9.33,11.2,20.4
1,1149,Tri-State,Tri-StateWalnuts,92501375079,0.8800,19.7,16.7,0,1,17,5,4.93,6.41,22.7
99,1150,Tri-State,Tri-StateOranges,93695891499,3.1900,9.1,7.1,1,0,32,9,22.4,14.8,12.9
99,1151,Tri-State,Tri-StateTangerines,80544409155,0.6200,15.6,14.6,1,1,30,8,19,14.4,10.2
1,1152,Tri-State,Tri-StatePartyNuts,27074561715,2.6300,13.6,12.6,1,0,23,9,21.2,4.59,17.7
24,1153,DualCity,DualCityLox,43650195002,0.5200,18.8,16.7,1,0,33,11,22,8.64,20.4
2,1154,DualCity,DualCityScallops,49418113827,1.7000,12.7,10.6,1,0,3,11,21.7,4.04,9.2
45,1155,Horatio,HoratioLowFatCookies,11329383254,1.8800,16.1,15.1,0,0,12,10,21.4,4.56,12.5
12,1156,Horatio,HoratioBBQPotatoChips,76335068345,1.8200,9.16,8.15,1,1,23,13,17.3,13.2,6.59
12,1157,Horatio,HoratioCornChips,97484104037,3.3600,20.4,18.3,1,0,12,9,13.9,22,17.4
12,1158,Horatio,HoratioLowFatBBQChips,41727555394,1.3200,14.2,12.1,0,1,35,13,15.5,6.34,16.2
45,1159,Horatio,HoratioSugarCookies,32114357352,3.7800,16.7,14.7,1,1,28,7,22.4,3.54,14.7
45,1160,Horatio,HoratioChocolateChipCookies,90476403832,2.7600,11,8,1,1,1,10,6.24,4.53,3.41
45,1161,Horatio,HoratioFudgeCookies,50100972056,3.5900,11.8,9.8,0,0,34,9,10.6,7.07,22.5
45,1162,Horatio,HoratioFudgeBrownies,22819955945,1.5900,6.18,4.17,1,1,30,10,13.1,5.83,6.22
12,1163,Horatio,HoratioPotatoChips,17780160307,0.8200,16.4,15.3,1,0,14,10,7,21.2,12.3
45,1164,Horatio,HoratioLemonCookies,49736910462,1.7100,17.1,14.1,1,1,6,7,4.05,22.7,19
45,1165,Horatio,HoratioGrahamCrackers,13934881091,2.8200,18.3,15.2,1,0,25,6,10.8,10.8,3.05
82,1166,Horatio,HoratioCheeseCrackers,15129397511,2.2100,18.5,17.5,0,0,20,9,4.55,22.2,9.86
54,1167,Horatio,HoratioButteredPopcorn,38565134406,2.3500,17.8,15.7,1,0,13,6,15,18.1,4.34
54,1168,Horatio,HoratioNoSaltPopcorn,75095286965,3.8200,18.5,16.5,1,0,29,9,10.9,6.21,21
54,1169,Horatio,HoratioLowFatPopcorn,32649618983,2.9800,15.1,13.1,0,0,15,7,14.8,11.7,6.44
83,1170,Horatio,HoratioSalsaDip,38417537808,2.6500,21.8,20.7,1,0,7,10,18.8,21.4,11.2
83,1171,Horatio,HoratioAvocadoDip,90328807234,3.1800,12,9,0,1,31,8,12.2,19.9,3.69
46,1172,Horatio,HoratioSaltedPretzels,65334492325,2.7700,18.7,16.7,0,0,23,10,16.4,18.4,3.48
83,1173,Horatio,HoratioCheeseDip,86483528017,2.3100,7.04,5.03,0,0,3,9,17.5,20.9,11.9
83,1174,Horatio,HoratioFondueMix,30726979374,2.2700,19.6,17.6,0,0,6,11,12.8,3.19,19.8
84,1175,Horatio,HoratioMiniDonuts,21113781332,1.7300,7.57,6.57,1,0,23,8,13.4,18.1,8.04
17,1176,Horatio,HoratioBeefJerky,90692868828,1.7100,9.63,7.63,1,1,11,11,16.2,5.26,9.27
84,1177,Horatio,HoratioChocolateDonuts,50317437052,1.5400,8.44,5.43,0,1,16,13,13.9,7.69,9
